song_popularity,song_duration_min,danceability,energy,key,loudness,audio_mode,speechiness,time_signature,tempo_category_numeric
57,5.382433333333333,0.314,0.972,4,-3.21,1,0.0701,4,4.0
63,4.308883333333333,0.617,0.721,11,-6.888999999999999,1,0.0305,4,3.0
52,3.847766666666667,0.536,0.985,8,-4.982,0,0.0395,4,2.0
61,5.306216666666667,0.628,0.455,7,-12.436,1,0.0427,4,2.0
54,5.2344333333333335,0.5770000000000001,0.828,7,-9.805,1,0.0556,4,4.0
59,4.294,0.184,0.841,0,-4.723,1,0.0468,4,2.0
47,5.267333333333333,0.603,0.794,5,-6.73,1,0.0265,4,4.0
9,5.01155,0.595,0.737,10,-10.332,0,0.03,4,2.0
9,4.4942166666666665,0.594,0.882,7,-5.527,1,0.0339,4,2.0
50,3.3444333333333334,0.296,0.432,5,-8.677,1,0.0316,4,2.0
55,5.3691,0.546,0.865,2,-5.704,1,0.0455,4,4.0
4,3.6211,0.361,0.901,4,-4.133,0,0.0443,4,4.0
45,4.966433333333334,0.484,0.381,6,-13.232,1,0.0361,4,4.0
49,4.898216666666666,0.422,0.7759999999999999,5,-7.127000000000001,1,0.0381,4,3.0
40,3.26,0.455,0.976,9,-3.757,0,0.0801,4,4.0
49,2.764,0.446,0.6859999999999999,7,-7.348,1,0.0303,4,2.0
73,3.014666666666667,0.467,0.958,4,-4.808,0,0.0775,4,4.0
62,3.9686666666666666,0.5429999999999999,0.5720000000000001,5,-13.124,1,0.0317,4,3.0
63,5.0951,0.522,0.799,4,-3.641,1,0.0301,4,3.0
57,4.14955,0.506,0.931,5,-5.635,1,0.0305,4,4.0
59,3.9182166666666665,0.569,0.7879999999999999,4,-8.559,1,0.031,4,3.0
51,3.21555,0.6859999999999999,0.7290000000000001,7,-4.848,1,0.0298,4,4.0
20,4.233333333333333,0.7040000000000001,0.64,8,-6.697,0,0.0403,4,2.0
45,1.786,0.563,0.162,10,-12.599,0,0.0358,4,3.0
6,2.676,0.347,0.939,9,-6.361000000000001,1,0.05,4,4.0
47,4.33,0.556,0.787,2,-5.006,1,0.0305,4,4.0
60,4.33155,0.815,0.605,5,-9.118,0,0.0368,4,2.0
59,4.974433333333334,0.435,0.6509999999999999,0,-6.152,1,0.0288,4,3.0
43,4.302883333333333,0.396,0.79,4,-6.182,1,0.0306,4,2.0
16,3.524783333333333,0.245,0.524,7,-8.195,1,0.0322,4,6.0
75,5.012883333333333,0.618,0.8959999999999999,2,-5.357,1,0.0307,4,3.0
46,5.217766666666667,0.606,0.923,8,-6.8420000000000005,1,0.0661,4,3.0
7,3.1173333333333333,0.645,0.792,9,-8.671,1,0.0304,4,4.0
14,3.6533333333333333,0.532,0.662,2,-8.093,1,0.0314,4,3.0
10,3.99155,0.547,0.764,5,-12.552,1,0.0419,4,3.0
24,3.263333333333333,0.473,0.96,4,-6.444,0,0.0766,4,4.0
46,3.6722166666666665,0.485,0.645,6,-12.574000000000002,1,0.0318,4,4.0
52,3.75555,0.467,0.7609999999999999,9,-5.893,1,0.0386,4,4.0
60,3.2077666666666667,0.377,0.65,2,-5.902,1,0.0289999999999999,4,5.0
38,3.0913333333333335,0.466,0.805,4,-7.222,0,0.032,4,3.0
31,2.3691,0.342,0.888,7,-4.404,1,0.0617,4,4.0
58,3.2422166666666667,0.627,0.63,9,-12.33,1,0.0403,4,4.0
31,4.294433333333333,0.406,0.7959999999999999,4,-5.698,1,0.0314,4,2.0
57,3.3277666666666668,0.6920000000000001,0.799,1,-7.923999999999999,1,0.1639999999999999,4,2.0
11,3.73,0.736,0.439,3,-11.845,1,0.0396,4,2.0
41,4.262883333333333,0.3279999999999999,0.629,2,-8.105,1,0.0343,4,5.0
5,3.597766666666667,0.283,0.6779999999999999,8,-9.435,1,0.0375,4,4.0
6,3.1762166666666665,0.4479999999999999,0.915,4,-12.464,1,0.0367,4,4.0
46,3.9471,0.541,0.877,0,-8.988,1,0.0372,4,3.0
40,3.2533333333333334,0.506,0.846,9,-6.454,1,0.0345,4,2.0
42,4.838216666666667,0.449,0.56,3,-8.907,1,0.0268,4,2.0
8,4.30555,0.37,0.946,0,-3.849,1,0.0765,4,4.0
42,2.7244333333333333,0.337,0.5489999999999999,1,-7.967,1,0.0373,1,3.0
50,2.7068833333333333,0.478,0.265,7,-13.267,1,0.0257,4,2.0
8,4.497766666666666,0.49,0.521,2,-9.601,1,0.0295,4,2.0
47,3.9008833333333333,0.3779999999999999,0.409,2,-11.468,1,0.0337,3,2.0
44,4.137766666666667,0.354,0.3939999999999999,2,-11.563,1,0.053,3,4.0
39,4.8791,0.6859999999999999,0.675,2,-10.831,1,0.054,4,4.0
40,3.5171,0.833,0.605,4,-5.042,0,0.0414,4,2.0
46,3.0,0.919,0.502,1,-9.538,1,0.21,4,4.0
10,3.0024333333333333,0.7090000000000001,0.79,11,-6.944,1,0.15,4,2.0
60,3.547816666666667,0.7909999999999999,0.916,4,-4.364,0,0.0676,4,2.0
37,3.80865,0.8059999999999999,0.698,1,-5.846,0,0.226,4,2.0
38,3.7053666666666665,0.688,0.72,8,-9.647,0,0.177,4,2.0
61,2.7657,0.7190000000000001,0.589,11,-9.044,0,0.415,4,4.0
32,3.02855,0.67,0.4479999999999999,5,-10.124,0,0.332,4,4.0
39,3.7671166666666664,0.67,0.6890000000000001,9,-7.859,0,0.124,4,4.0
32,3.5541666666666667,0.433,0.391,11,-9.309,1,0.278,4,2.0
38,2.90525,0.7979999999999999,0.6629999999999999,6,-6.425,1,0.28,4,4.0
3,3.5082333333333335,0.748,0.675,9,-6.487,0,0.1969999999999999,4,4.0
58,3.4657666666666667,0.6779999999999999,0.57,5,-3.922,0,0.304,4,4.0
50,4.075,0.77,0.684,3,-11.144,0,0.18,4,4.0
45,3.381083333333333,0.471,0.585,9,-6.334,1,0.198,3,2.0
54,3.26425,0.7020000000000001,0.591,2,-6.886,1,0.26,4,4.0
55,3.60135,0.862,0.6729999999999999,7,-4.572,1,0.371,4,4.0
59,2.5125333333333333,0.484,0.711,8,-3.848,1,0.341,4,2.0
24,4.2781666666666665,0.374,0.899,4,-5.933,0,0.312,4,2.0
65,3.6333333333333333,0.82,0.5870000000000001,9,-8.681000000000001,0,0.0946,4,4.0
50,3.2922666666666665,0.679,0.621,1,-8.576,1,0.151,4,2.0
33,3.5844666666666667,0.86,0.705,8,-7.412999999999999,0,0.16,4,3.0
49,3.9613833333333335,0.852,0.5589999999999999,4,-5.337999999999999,0,0.139,4,4.0
36,3.0145,0.762,0.93,4,-6.457999999999999,0,0.0807,4,4.0
30,3.7922,0.862,0.521,2,-8.299,0,0.45,3,4.0
34,2.94595,0.7170000000000001,0.522,9,-9.444,0,0.456,4,2.0
43,3.277066666666667,0.79,0.7709999999999999,7,-5.118,1,0.3279999999999999,4,2.0
34,3.60465,0.619,0.5660000000000001,3,-9.424,0,0.315,4,2.0
43,3.20475,0.81,0.551,4,-8.647,1,0.11,4,3.0
32,3.5061666666666667,0.7440000000000001,0.598,7,-7.449,1,0.073,4,2.0
31,3.569183333333333,0.542,0.589,9,-9.374,1,0.479,4,2.0
52,4.276883333333333,0.8340000000000001,0.591,10,-7.542999999999999,0,0.305,4,2.0
18,3.9951,0.746,0.623,6,-6.961,0,0.0676,4,4.0
42,3.8486666666666665,0.764,0.867,6,-3.141,0,0.24,5,4.0
36,4.433333333333334,0.607,0.7,11,-8.055,0,0.298,4,4.0
26,4.493283333333333,0.643,0.606,0,-9.456,1,0.392,4,3.0
26,3.1533333333333333,0.667,0.6,10,-8.324,0,0.489,1,2.0
29,3.8,0.659,0.7140000000000001,8,-5.925,1,0.299,4,2.0
31,4.88235,0.674,0.634,4,-11.050999999999998,0,0.347,4,4.0
29,2.82245,0.593,0.857,11,-10.149,1,0.297,5,1.0
0,3.70355,0.75,0.47,8,-4.381,1,0.297,4,2.0
24,3.2888,0.4,0.603,10,-8.832,0,0.0785,4,2.0
24,2.5410166666666667,0.441,0.83,10,-6.299,1,0.3429999999999999,4,6.0
3,3.3885833333333335,0.615,0.626,0,-6.909,0,0.344,4,2.0
53,3.317066666666667,0.835,0.775,4,-7.624,0,0.252,4,4.0
26,3.130333333333333,0.593,0.4579999999999999,8,-12.725,1,0.276,4,2.0
31,2.177766666666667,0.685,0.629,8,-9.398,0,0.319,4,2.0
61,4.364683333333334,0.802,0.607,11,-11.028,0,0.289,4,2.0
24,2.69585,0.738,0.672,7,-10.425,1,0.437,5,4.0
26,3.7,0.74,0.696,6,-6.886,0,0.261,4,2.0
25,3.69465,0.665,0.608,9,-7.673999999999999,1,0.45,4,2.0
40,4.3670333333333335,0.8009999999999999,0.774,10,-4.486000000000001,0,0.177,4,4.0
27,3.741,0.679,0.7909999999999999,2,-9.746,1,0.358,4,2.0
34,3.7909333333333333,0.885,0.522,9,-9.397,0,0.0703,4,4.0
27,3.7846333333333333,0.527,0.931,0,-4.743,0,0.1119999999999999,4,4.0
51,4.5255,0.6659999999999999,0.537,8,-10.467,1,0.249,4,2.0
27,4.277083333333334,0.7,0.632,1,-9.396,0,0.282,4,4.0
34,2.3459833333333333,0.61,0.8190000000000001,11,-4.626,1,0.217,4,2.0
83,2.028,0.767,0.5379999999999999,0,-6.044,0,0.052,4,2.0
87,2.0224333333333333,0.754,0.342,10,-8.677,0,0.0991,4,4.0
42,3.4551166666666666,0.5539999999999999,0.589,3,-8.163,0,0.231,4,1.0
31,3.8333333333333335,0.524,0.2739999999999999,6,-13.931,1,0.295,4,4.0
76,4.5525166666666665,0.595,0.657,1,-6.497999999999999,0,0.183,4,4.0
62,2.6239166666666667,0.708,0.7290000000000001,8,-7.617999999999999,1,0.0311,4,3.0
80,4.203833333333334,0.384,0.765,6,-4.463,1,0.0579,4,4.0
83,4.784,0.802,0.4629999999999999,8,-8.379,1,0.162,4,2.0
60,2.7165666666666666,0.7759999999999999,0.624,0,-5.478,1,0.1989999999999999,4,2.0
76,2.8651,0.748,0.66,6,-4.704,1,0.0487,4,4.0
58,3.4326333333333334,0.86,0.66,1,-4.5680000000000005,1,0.208,4,2.0
52,4.276883333333333,0.8340000000000001,0.591,10,-7.542999999999999,0,0.305,4,2.0
64,2.461533333333333,0.825,0.753,10,-8.228,0,0.0447,4,4.0
53,3.94285,0.609,0.619,3,-7.189,1,0.188,4,5.0
63,3.59375,0.747,0.444,0,-8.976,0,0.386,4,4.0
59,3.476166666666667,0.664,0.8420000000000001,9,-5.351,1,0.3389999999999999,4,2.0
50,2.08695,0.816,0.754,2,-5.922000000000001,1,0.152,4,2.0
76,3.9053333333333335,0.721,0.703,8,-4.114,1,0.252,4,2.0
64,2.69,0.541,0.773,8,-5.671,1,0.0537,4,4.0
66,3.0458666666666665,0.687,0.509,10,-9.173,1,0.405,4,2.0
58,3.5412,0.8540000000000001,0.578,5,-8.824,1,0.0889,4,4.0
87,3.4878833333333334,0.515,0.479,3,-7.457999999999999,1,0.0261,4,2.0
71,2.7254,0.8029999999999999,0.599,1,-5.169,1,0.0985,4,4.0
75,5.027316666666667,0.7190000000000001,0.487,9,-6.21,0,0.0604,4,4.0
73,4.775266666666667,0.878,0.407,7,-10.941,1,0.233,4,2.0
59,2.926816666666667,0.6990000000000001,0.73,9,-7.336,1,0.3939999999999999,4,2.0
60,3.32075,0.794,0.368,8,-12.725,1,0.0523,4,4.0
75,4.1875,0.8109999999999999,0.57,5,-8.093,1,0.129,4,4.0
70,3.42105,0.68,0.62,0,-5.117,1,0.0607,4,2.0
60,4.514433333333334,0.509,0.6890000000000001,1,-5.034,1,0.245,4,2.0
80,3.0064333333333333,0.5579999999999999,0.5589999999999999,6,-9.222,1,0.0959,4,2.0
80,2.5953333333333335,0.7559999999999999,0.609,3,-7.927,1,0.0544,4,3.0
77,2.6115833333333334,0.73,0.86,7,-3.532,1,0.191,4,4.0
66,2.2176,0.8909999999999999,0.8270000000000001,11,-6.138999999999999,1,0.351,4,2.0
36,3.9991,0.437,0.481,11,-9.681,0,0.237,4,2.0
65,2.9206833333333333,0.568,0.5870000000000001,11,-8.814,0,0.127,4,5.0
51,4.6806833333333335,0.409,0.6779999999999999,9,-7.731,1,0.0878,4,2.0
59,2.8162333333333334,0.472,0.357,0,-10.09,1,0.0328,4,4.0
64,3.18715,0.6990000000000001,0.76,0,-6.395,1,0.12,4,5.0
64,3.0267166666666667,0.954,0.535,7,-6.507999999999999,1,0.0724,4,3.0
61,2.90595,0.672,0.59,1,-9.574,1,0.129,4,5.0
71,3.516,0.551,0.725,1,-7.619,0,0.1889999999999999,4,2.0
68,2.9648833333333333,0.435,0.386,5,-5.066,1,0.0696,4,2.0
61,2.966816666666667,0.8290000000000001,0.606,5,-7.093,1,0.149,4,3.0
62,3.1368,0.8240000000000001,0.5429999999999999,6,-7.011,0,0.174,4,4.0
53,3.4644,0.765,0.439,1,-8.269,0,0.119,4,4.0
73,2.5171,0.589,0.57,1,-9.54,1,0.361,4,4.0
65,3.6944333333333335,0.765,0.609,1,-5.285,0,0.19,4,2.0
87,3.174516666666667,0.763,0.5720000000000001,11,-7.312,0,0.0595,4,4.0
61,2.4331,0.897,0.293,1,-8.771,1,0.171,4,4.0
61,2.7199166666666668,0.774,0.659,3,-6.909,1,0.206,4,2.0
72,4.433333333333334,0.8079999999999999,0.647,11,-6.947,0,0.166,4,3.0
64,3.4575666666666667,0.7340000000000001,0.657,4,-6.625,0,0.128,4,2.0
63,3.9465666666666666,0.657,0.376,9,-6.534,1,0.0463,4,2.0
95,3.8235333333333332,0.442,0.585,0,-10.332,0,0.0964,4,2.0
71,3.0274,0.395,0.456,7,-5.358,1,0.0456,4,2.0
73,3.3857,0.6729999999999999,0.389,7,-12.165,0,0.165,4,4.0
61,3.8660666666666668,0.649,0.493,11,-7.645,0,0.11,4,2.0
84,4.956733333333333,0.5539999999999999,0.596,7,-8.214,1,0.13,4,4.0
73,3.1491,0.69,0.635,1,-7.624,1,0.34,4,4.0
77,2.7832833333333333,0.514,0.506,10,-7.095,0,0.28,4,2.0
79,4.101466666666667,0.6,0.304,5,-11.969,0,0.0915,4,1.0
79,4.1411,0.545,0.33,1,-11.719,0,0.1639999999999999,4,2.0
73,3.8706666666666667,0.595,0.419,2,-8.122,0,0.276,4,4.0
76,2.9942166666666665,0.83,0.5770000000000001,4,-5.156000000000001,0,0.256,4,2.0
82,4.4851,0.7979999999999999,0.867,1,-5.971,0,0.12,4,3.0
87,3.6186333333333334,0.7170000000000001,0.605,11,-5.68,0,0.075,4,2.0
65,3.122,0.7170000000000001,0.496,5,-6.263,0,0.045,4,4.0
87,4.38355,0.652,0.6779999999999999,2,-6.183,1,0.0541,4,1.0
69,3.9776166666666666,0.767,0.625,5,-3.533,0,0.24,4,4.0
70,3.632216666666667,0.735,0.482,8,-9.445,1,0.139,4,5.0
76,3.066,0.767,0.611,5,-5.172999999999999,0,0.0983,4,2.0
74,2.9345833333333333,0.5920000000000001,0.5710000000000001,1,-7.132000000000001,1,0.174,4,2.0
75,2.3845833333333335,0.653,0.412,6,-10.252,0,0.251,4,2.0
66,3.5486666666666666,0.747,0.5329999999999999,1,-6.3260000000000005,1,0.0403,4,4.0
85,4.267716666666667,0.561,0.779,10,-5.107,0,0.0531,4,2.0
71,4.456666666666667,0.875,0.41,7,-6.29,0,0.0571,4,2.0
63,4.753333333333333,0.5920000000000001,0.569,10,-6.374,1,0.0634,4,4.0
73,3.4520666666666666,0.69,0.7609999999999999,6,-6.218,1,0.115,4,2.0
80,3.4511833333333333,0.664,0.664,7,-6.104,1,0.0393,4,5.0
67,2.6333333333333333,0.711,0.6809999999999999,2,-5.188,1,0.222,4,2.0
69,2.7291,0.384,0.667,0,-8.126,0,0.516,4,5.0
72,3.9397333333333333,0.604,0.551,10,-5.768,0,0.0478,4,2.0
86,3.806216666666667,0.449,0.599,1,-4.892,1,0.0369,3,4.0
69,3.046666666666667,0.6579999999999999,0.3,1,-4.642,1,0.272,4,2.0
89,3.3617833333333333,0.708,0.648,6,-5.626,1,0.0449,4,4.0
69,3.4491,0.57,0.5760000000000001,1,-6.792000000000001,1,0.0631,4,4.0
60,3.338966666666667,0.482,0.4529999999999999,0,-8.863999999999999,1,0.059,4,4.0
56,4.826,0.65,0.429,2,-13.071,1,0.192,4,4.0
68,4.28155,0.7,0.447,8,-11.083,0,0.0354,4,4.0
28,3.7209833333333333,0.611,0.412,8,-7.445,0,0.2019999999999999,4,3.0
28,3.5200666666666667,0.62,0.282,5,-10.533,0,0.0464,3,4.0
62,3.7737666666666665,0.589,0.753,11,-5.807,0,0.1009999999999999,4,3.0
24,4.053916666666667,0.5379999999999999,0.626,5,-8.272,1,0.0455,4,4.0
65,3.2167166666666667,0.555,0.336,5,-14.668,0,0.402,4,2.0
64,4.496216666666666,0.5710000000000001,0.184,9,-14.828,1,0.0418,4,2.0
62,3.0704333333333333,0.6709999999999999,0.606,6,-7.689,1,0.0488,4,4.0
77,3.6851,0.466,0.672,8,-5.777,0,0.068,4,2.0
26,4.865,0.5489999999999999,0.527,5,-6.734,0,0.0448,4,2.0
66,4.1864,0.3429999999999999,0.539,0,-9.72,0,0.0297,4,4.0
58,3.156083333333333,0.667,0.318,1,-12.666,0,0.0375,4,4.0
53,4.898,0.735,0.61,2,-8.296,1,0.0444,4,2.0
60,3.8437666666666668,0.526,0.508,8,-8.642999999999999,1,0.0289999999999999,4,3.0
63,4.594883333333334,0.653,0.445,10,-13.843,0,0.0353,4,2.0
20,3.9286666666666665,0.59,0.476,1,-12.784,0,0.0294,4,1.0
69,2.47,0.412,0.241,3,-13.477,1,0.0295,4,2.0
56,4.875333333333334,0.281,0.294,9,-15.026,0,0.0304,4,2.0
62,3.2533333333333334,0.657,0.32,1,-15.104,1,0.031,4,3.0
69,3.26955,0.603,0.575,0,-10.325,1,0.0285,1,2.0
58,3.2177166666666666,0.636,0.546,0,-9.421,0,0.0315,4,3.0
63,4.44995,0.639,0.381,10,-9.428,1,0.0321,4,2.0
59,2.7602166666666665,0.647,0.402,6,-9.922,1,0.0353,4,3.0
26,3.6259333333333332,0.412,0.276,7,-11.711,1,0.0296,4,2.0
71,2.1577166666666665,0.5710000000000001,0.3989999999999999,4,-11.919,1,0.0364,4,4.0
67,3.22785,0.532,0.317,0,-10.693,1,0.0309,3,4.0
60,4.173316666666667,0.471,0.365,0,-11.809,1,0.0311,4,2.0
69,3.32755,0.478,0.588,8,-8.032,1,0.0304,4,3.0
66,4.4771,0.48,0.303,2,-13.189,0,0.0302,3,4.0
63,4.84625,0.581,0.518,10,-9.672,1,0.0316,4,4.0
19,3.559,0.547,0.693,11,-7.18,0,0.0286,4,5.0
23,5.155766666666667,0.496,0.531,0,-9.889,0,0.0325,4,3.0
59,3.0313333333333334,0.518,0.466,7,-13.394,1,0.0322,4,4.0
56,3.5773333333333333,0.531,0.201,0,-10.974,0,0.03,4,4.0
25,4.406783333333333,0.519,0.461,10,-5.718999999999999,1,0.0261,3,3.0
69,3.4406666666666665,0.6759999999999999,0.198,1,-13.91,1,0.0333,4,3.0
62,2.87355,0.584,0.523,7,-7.397,1,0.102,4,5.0
58,2.94,0.601,0.5379999999999999,9,-5.992999999999999,0,0.0297,3,4.0
54,2.635283333333333,0.59,0.4589999999999999,10,-13.056,1,0.0311,4,4.0
58,4.234216666666667,0.632,0.225,4,-13.423,1,0.0296,4,4.0
55,3.6430666666666665,0.649,0.309,11,-9.162,0,0.0294,4,2.0
56,2.9876833333333335,0.494,0.2,3,-13.245,0,0.0304,4,4.0
58,3.1968833333333335,0.524,0.382,7,-11.024,1,0.0289999999999999,4,2.0
39,3.6648833333333335,0.536,0.489,4,-7.669,1,0.0319,4,2.0
57,3.160433333333333,0.784,0.213,11,-10.78,0,0.0422,4,4.0
57,3.6575,0.221,0.419,3,-11.608,1,0.0443,4,2.0
55,3.6464333333333334,0.4539999999999999,0.326,7,-12.847,1,0.0289999999999999,4,4.0
58,3.775316666666667,0.439,0.236,4,-12.612,0,0.0281,3,2.0
57,3.764883333333333,0.568,0.0626,1,-13.728,0,0.0435,4,4.0
54,3.8271,0.534,0.5329999999999999,7,-8.391,0,0.0262,4,4.0
62,4.557283333333333,0.563,0.31,2,-9.484,1,0.0343,4,1.0
60,5.3,0.48,0.77,11,-7.43,0,0.0449,4,4.0
70,3.7088833333333335,0.417,0.6729999999999999,6,-7.718999999999999,1,0.0497,4,3.0
66,3.8226666666666667,0.667,0.362,6,-11.877,1,0.0446,4,2.0
66,3.2557666666666667,0.498,0.418,0,-6.294,1,0.0539,4,5.0
66,4.1864,0.3429999999999999,0.539,0,-9.72,0,0.0297,4,4.0
29,2.95155,0.515,0.238,11,-10.505999999999998,1,0.0678,5,2.0
63,5.125566666666667,0.55,0.3339999999999999,10,-10.73,1,0.0288,4,1.0
15,4.2522166666666665,0.245,0.64,2,-7.426,0,0.0608,4,4.0
56,3.4303833333333333,0.7390000000000001,0.396,0,-10.514,1,0.0438,4,3.0
56,4.141866666666667,0.486,0.173,4,-13.739,1,0.0277,4,2.0
65,4.072566666666667,0.536,0.322,7,-12.834,1,0.0621,4,4.0
30,3.7512666666666665,0.409,0.1369999999999999,6,-9.169,1,0.0446,1,4.0
35,3.79265,0.396,0.315,5,-11.525,1,0.0354,3,4.0
79,3.4704333333333333,0.441,0.379,2,-9.545,1,0.0449,3,5.0
38,2.7822,0.66,0.195,9,-11.354,0,0.0423,4,4.0
59,3.044,0.407,0.417,8,-4.9,1,0.0282,4,4.0
15,3.4488,0.501,0.815,5,-8.802999999999999,1,0.0355,4,4.0
65,3.60955,0.565,0.255,7,-12.151,1,0.0322,4,3.0
51,3.7322,0.34,0.21,9,-11.552,0,0.0342,4,2.0
28,3.39695,0.6859999999999999,0.203,9,-10.89,0,0.0493,4,2.0
52,3.9075,0.347,0.161,8,-10.845,0,0.0307,4,4.0
53,3.61755,0.563,0.4679999999999999,4,-9.432,0,0.0372,4,4.0
54,3.597183333333333,0.31,0.359,8,-12.765,0,0.031,4,4.0
71,2.1577166666666665,0.5710000000000001,0.3989999999999999,4,-11.919,1,0.0364,4,4.0
73,3.6272166666666665,0.5539999999999999,0.667,7,-9.343,1,0.0439,4,2.0
14,3.43355,0.745,0.509,11,-10.127,1,0.103,4,4.0
60,4.173316666666667,0.471,0.365,0,-11.809,1,0.0311,4,2.0
52,3.1511833333333334,0.528,0.427,11,-8.926,0,0.0347,4,4.0
15,4.580433333333334,0.563,0.432,0,-11.43,1,0.0264,4,2.0
22,4.162183333333333,0.496,0.85,11,-6.341,0,0.0405,4,2.0
47,3.4236166666666668,0.522,0.4,11,-9.55,0,0.0411,4,4.0
15,2.9466666666666668,0.589,0.311,10,-13.573,1,0.0395,3,5.0
63,4.44995,0.639,0.381,10,-9.428,1,0.0321,4,2.0
59,3.63,0.2689999999999999,0.494,0,-8.31,1,0.0532,4,2.0
53,3.506883333333333,0.556,0.414,1,-8.49,1,0.0298,4,2.0
63,3.6056333333333335,0.435,0.636,5,-6.851,0,0.0609,4,4.0
65,4.10155,0.479,0.177,10,-11.265999999999998,1,0.036,3,4.0
52,3.8339166666666666,0.5820000000000001,0.496,9,-9.348,1,0.0291,4,4.0
55,4.27315,0.516,0.5660000000000001,7,-8.339,1,0.0378,4,4.0
96,3.272883333333333,0.5529999999999999,0.586,11,-6.319,1,0.0362,4,4.0
17,3.9071,0.65,0.3329999999999999,1,-9.949,0,0.0548,4,1.0
48,4.3308,0.6629999999999999,0.482,2,-9.008,1,0.0311,5,4.0
70,3.8723,0.3979999999999999,0.174,0,-11.16,1,0.0364,3,5.0
24,4.370983333333333,0.55,0.348,0,-10.682,1,0.047,4,1.0
12,3.4335333333333335,0.473,0.242,0,-15.128,0,0.0335,4,2.0
48,5.40715,0.593,0.273,2,-10.139,0,0.0301,4,2.0
50,4.432516666666666,0.7929999999999999,0.31,5,-5.256,1,0.052,4,1.0
15,3.72,0.5820000000000001,0.563,1,-9.314,1,0.0388,4,2.0
60,3.3901,0.6890000000000001,0.4029999999999999,9,-9.099,0,0.0405,4,4.0
14,4.578216666666667,0.3779999999999999,0.505,0,-7.406000000000001,1,0.044,5,4.0
48,3.7381166666666665,0.589,0.321,1,-11.451,0,0.0355,4,4.0
57,5.436766666666666,0.41,0.306,4,-9.704,0,0.0348,4,4.0
53,3.3939333333333335,0.615,0.204,6,-14.145,1,0.032,4,4.0
76,3.46955,0.424,0.437,2,-8.588,1,0.0355,3,5.0
59,4.733333333333333,0.494,0.1939999999999999,0,-8.965,1,0.0352,3,4.0
69,3.32755,0.478,0.588,8,-8.032,1,0.0304,4,3.0
54,3.8617666666666666,0.5529999999999999,0.391,3,-12.303,0,0.0315,4,2.0
48,4.7027833333333335,0.469,0.39,0,-11.257,1,0.0286,4,2.0
62,3.94755,0.562,0.25,5,-11.977,1,0.0325,4,2.0
13,3.5002166666666668,0.873,0.505,4,-11.147,0,0.0308,4,3.0
18,2.7664333333333335,0.5770000000000001,0.371,2,-10.630999999999998,0,0.038,4,1.0
52,3.744866666666667,0.472,0.488,11,-9.437,1,0.0509,4,4.0
12,2.9309666666666665,0.369,0.246,10,-11.407,1,0.0284,3,2.0
22,3.29755,0.693,0.513,1,-7.876,0,0.0853,4,2.0
51,4.22955,0.247,0.5429999999999999,2,-7.087000000000001,1,0.0422,4,1.0
55,4.155683333333333,0.653,0.49,7,-6.99,1,0.0324,4,4.0
54,4.3776,0.7070000000000001,0.5670000000000001,10,-12.573,0,0.0286,4,3.0
24,3.3691,0.555,0.423,0,-6.232,1,0.044,4,4.0
28,3.05985,0.517,0.736,6,-6.062,1,0.0774,4,4.0
57,4.1531,0.484,0.284,4,-8.155,1,0.0315,4,2.0
38,4.588433333333334,0.3,0.452,11,-9.298,1,0.0305,4,2.0
76,3.17555,0.675,0.604,1,-6.266,1,0.193,4,5.0
57,4.025,0.7440000000000001,0.1639999999999999,5,-13.174,1,0.0464,4,4.0
12,4.188,0.598,0.432,6,-8.619,1,0.0281,4,4.0
54,3.375,0.684,0.2189999999999999,6,-12.751,1,0.0331,4,3.0
56,3.6648833333333335,0.344,0.418,3,-7.811,1,0.0423,5,2.0
31,4.344,0.585,0.421,7,-9.593,1,0.0707,3,4.0
51,3.3111,0.68,0.422,7,-11.611,1,0.0439,4,2.0
47,4.22555,0.574,0.634,1,-7.98,1,0.0348,4,4.0
48,3.74355,0.564,0.356,3,-14.839,1,0.0267,4,2.0
49,4.1307,0.542,0.466,4,-6.546,1,0.0342,4,4.0
50,3.224666666666667,0.81,0.5579999999999999,2,-7.252999999999999,0,0.0516,4,4.0
54,4.929333333333333,0.723,0.362,9,-13.523,0,0.0499,4,2.0
66,5.12,0.932,0.772,0,-3.599,1,0.0369,4,4.0
66,4.655766666666667,0.768,0.755,9,-4.331,0,0.0422,4,4.0
61,4.112433333333334,0.918,0.664,1,-4.767,0,0.0502,4,4.0
50,4.544666666666667,0.898,0.6890000000000001,5,-4.777,1,0.037,4,4.0
56,4.799333333333333,0.872,0.6409999999999999,6,-7.736000000000001,1,0.0406,4,4.0
58,4.376433333333333,0.939,0.635,5,-4.423,0,0.0345,4,4.0
45,4.892283333333333,0.805,0.315,10,-11.547,0,0.0584,4,4.0
51,4.29105,0.845,0.774,0,-3.688,1,0.0465,4,4.0
49,4.664666666666666,0.8490000000000001,0.626,1,-5.007,1,0.0404,4,4.0
59,4.012,0.907,0.691,10,-5.925,0,0.0388,4,4.0
58,4.189766666666666,0.883,0.5670000000000001,2,-6.407,1,0.0425,4,4.0
57,4.08755,0.855,0.695,1,-5.595,1,0.0367,4,4.0
47,5.032,0.821,0.456,1,-7.581,0,0.0518,4,4.0
2,4.0277666666666665,0.918,0.61,0,-6.55,0,0.0551,4,4.0
48,4.732433333333334,0.8370000000000001,0.777,8,-3.882,1,0.0334,4,4.0
